RUTA	NOMBRE	EXTENSION	TAMANO_BYTES	FECHA_MODIFICACION	ESTADO_GIT	CLASIFICACION	CONTIENE_DATOS_PERSONALES_POTENCIAL	OBSERVACIONES
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/EXCLUSIONES_PROVISORIAS_RUT_MULTI_CODCLI__bloque_cols_001_007.csv	EXCLUSIONES_PROVISORIAS_RUT_MULTI_CODCLI__bloque_cols_001_007.csv	.csv	935	2026-05-07T11:48:39.743581-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_pes_ready__muestra_20filas_cols_001_010.csv	matricula_avance_curricular_2025_pes_ready__muestra_20filas_cols_001_010.csv	.csv	762	2026-05-07T11:48:39.691666-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/carreras_avance_curricular_2025_control__bloque_cols_021_022.csv	carreras_avance_curricular_2025_control__bloque_cols_021_022.csv	.csv	185	2026-05-07T11:48:39.525001-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_oficial__muestra_20filas_cols_011_020.csv	matricula_unificada_2026_oficial__muestra_20filas_cols_011_020.csv	.csv	640	2026-05-07T11:48:39.293441-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_control__muestra_20filas_cols_001_010.csv	matricula_unificada_2026_control__muestra_20filas_cols_001_010.csv	.csv	1340	2026-05-07T11:48:39.415315-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_control__muestra_20filas_cols_001_010.csv	matricula_avance_curricular_2025_control__muestra_20filas_cols_001_010.csv	.csv	610	2026-05-07T11:48:39.590581-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/EXCLUSIONES_PROVISORIAS_RUT_MULTI_CODCLI__resumen_todas_las_columnas.csv	EXCLUSIONES_PROVISORIAS_RUT_MULTI_CODCLI__resumen_todas_las_columnas.csv	.csv	935	2026-05-07T11:48:39.745008-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/carreras_avance_curricular_2025_control__muestra_20filas_cols_021_022.csv	carreras_avance_curricular_2025_control__muestra_20filas_cols_021_022.csv	.csv	70	2026-05-07T11:48:39.525417-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_pes_ready__bloque_cols_011_020.csv	matricula_avance_curricular_2025_pes_ready__bloque_cols_011_020.csv	.csv	579	2026-05-07T11:48:39.727638-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/archivo_listo_para_sies__muestra_20filas_cols_001_004.csv	archivo_listo_para_sies__muestra_20filas_cols_001_004.csv	.csv	996	2026-05-07T11:48:39.510927-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/carreras_avance_curricular_2025_control__bloque_cols_001_010.csv	carreras_avance_curricular_2025_control__bloque_cols_001_010.csv	.csv	598	2026-05-07T11:48:39.517475-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_control__muestra_20filas_cols_021_030.csv	matricula_unificada_2026_control__muestra_20filas_cols_021_030.csv	.csv	727	2026-05-07T11:48:39.480816-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_oficial__bloque_cols_011_020.csv	matricula_unificada_2026_oficial__bloque_cols_011_020.csv	.csv	694	2026-05-07T11:48:39.288851-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_control__muestra_20filas_cols_031_032.csv	matricula_unificada_2026_control__muestra_20filas_cols_031_032.csv	.csv	103	2026-05-07T11:48:39.488378-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_pes_ready__muestra_20filas_cols_021_021.csv	matricula_avance_curricular_2025_pes_ready__muestra_20filas_cols_021_021.csv	.csv	75	2026-05-07T11:48:39.733669-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_control__bloque_cols_001_010.csv	matricula_avance_curricular_2025_control__bloque_cols_001_010.csv	.csv	647	2026-05-07T11:48:39.589918-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/carreras_avance_curricular_2025_pes_ready__muestra_20filas_cols_001_010.csv	carreras_avance_curricular_2025_pes_ready__muestra_20filas_cols_001_010.csv	.csv	596	2026-05-07T11:48:39.532364-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/carreras_avance_curricular_2025_control__muestra_20filas_cols_001_010.csv	carreras_avance_curricular_2025_control__muestra_20filas_cols_001_010.csv	.csv	631	2026-05-07T11:48:39.518367-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_control__bloque_cols_011_020.csv	matricula_unificada_2026_control__bloque_cols_011_020.csv	.csv	694	2026-05-07T11:48:39.451056-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/auditoria_consolidacion_codcli__muestra_20filas_cols_001_010.csv	auditoria_consolidacion_codcli__muestra_20filas_cols_001_010.csv	.csv	2259	2026-05-07T11:48:40.026027-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_control__muestra_20filas_cols_021_022.csv	matricula_avance_curricular_2025_control__muestra_20filas_cols_021_022.csv	.csv	93	2026-05-07T11:48:39.638025-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/auditoria_consolidacion_codcli__muestra_20filas_cols_011_011.csv	auditoria_consolidacion_codcli__muestra_20filas_cols_011_011.csv	.csv	190	2026-05-07T11:48:40.043577-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_pregrado__resumen_todas_las_columnas.csv	matricula_unificada_2026_pregrado__resumen_todas_las_columnas.csv	.csv	887	2026-05-07T11:48:37.852255-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_oficial__resumen_todas_las_columnas.csv	matricula_unificada_2026_oficial__resumen_todas_las_columnas.csv	.csv	2208	2026-05-07T11:48:39.351026-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/archivo_listo_para_sies__resumen_todas_las_columnas.csv	archivo_listo_para_sies__resumen_todas_las_columnas.csv	.csv	532	2026-05-07T11:48:39.511416-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_pes_ready__bloque_cols_021_021.csv	matricula_avance_curricular_2025_pes_ready__bloque_cols_021_021.csv	.csv	152	2026-05-07T11:48:39.733143-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/carreras_avance_curricular_2025_control__muestra_20filas_cols_011_020.csv	carreras_avance_curricular_2025_control__muestra_20filas_cols_011_020.csv	.csv	385	2026-05-07T11:48:39.523701-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_control__bloque_cols_001_010.csv	matricula_unificada_2026_control__bloque_cols_001_010.csv	.csv	875	2026-05-07T11:48:39.413943-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/carreras_avance_curricular_2025_pes_ready__resumen_todas_las_columnas.csv	carreras_avance_curricular_2025_pes_ready__resumen_todas_las_columnas.csv	.csv	959	2026-05-07T11:48:39.541448-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_oficial__bloque_cols_001_010.csv	matricula_unificada_2026_oficial__bloque_cols_001_010.csv	.csv	875	2026-05-07T11:48:39.239799-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_oficial__muestra_20filas_cols_021_030.csv	matricula_unificada_2026_oficial__muestra_20filas_cols_021_030.csv	.csv	727	2026-05-07T11:48:39.339275-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_control__bloque_cols_011_020.csv	matricula_avance_curricular_2025_control__bloque_cols_011_020.csv	.csv	763	2026-05-07T11:48:39.628747-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/carreras_avance_curricular_2025_pes_ready__muestra_20filas_cols_011_020.csv	carreras_avance_curricular_2025_pes_ready__muestra_20filas_cols_011_020.csv	.csv	323	2026-05-07T11:48:39.539338-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/archivo_listo_para_sies__bloque_cols_001_004.csv	archivo_listo_para_sies__bloque_cols_001_004.csv	.csv	532	2026-05-07T11:48:39.510347-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/carreras_avance_curricular_2025_control__bloque_cols_011_020.csv	carreras_avance_curricular_2025_control__bloque_cols_011_020.csv	.csv	532	2026-05-07T11:48:39.523026-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_oficial__muestra_20filas_cols_031_032.csv	matricula_unificada_2026_oficial__muestra_20filas_cols_031_032.csv	.csv	103	2026-05-07T11:48:39.349540-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/carreras_avance_curricular_2025_pes_ready__bloque_cols_021_021.csv	carreras_avance_curricular_2025_pes_ready__bloque_cols_021_021.csv	.csv	146	2026-05-07T11:48:39.540391-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_oficial__bloque_cols_031_032.csv	matricula_unificada_2026_oficial__bloque_cols_031_032.csv	.csv	220	2026-05-07T11:48:39.348719-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_pes_ready__resumen_todas_las_columnas.csv	matricula_avance_curricular_2025_pes_ready__resumen_todas_las_columnas.csv	.csv	1175	2026-05-07T11:48:39.734239-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/EXCLUSIONES_PROVISORIAS_RUT_MULTI_CODCLI__muestra_20filas_cols_001_007.csv	EXCLUSIONES_PROVISORIAS_RUT_MULTI_CODCLI__muestra_20filas_cols_001_007.csv	.csv	2105	2026-05-07T11:48:39.744318-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_control__muestra_20filas_cols_011_020.csv	matricula_unificada_2026_control__muestra_20filas_cols_011_020.csv	.csv	640	2026-05-07T11:48:39.452178-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_control__muestra_20filas_cols_011_020.csv	matricula_avance_curricular_2025_control__muestra_20filas_cols_011_020.csv	.csv	736	2026-05-07T11:48:39.630110-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/00_resumen_auditoria_end_to_end.csv	00_resumen_auditoria_end_to_end.csv	.csv	578	2026-05-07T11:48:40.045360-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_pes_ready__bloque_cols_001_010.csv	matricula_avance_curricular_2025_pes_ready__bloque_cols_001_010.csv	.csv	664	2026-05-07T11:48:39.689717-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_oficial__muestra_20filas_cols_001_010.csv	matricula_unificada_2026_oficial__muestra_20filas_cols_001_010.csv	.csv	1340	2026-05-07T11:48:39.241348-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_oficial__bloque_cols_021_030.csv	matricula_unificada_2026_oficial__bloque_cols_021_030.csv	.csv	749	2026-05-07T11:48:39.337645-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/auditoria_consolidacion_codcli__bloque_cols_001_010.csv	auditoria_consolidacion_codcli__bloque_cols_001_010.csv	.csv	1127	2026-05-07T11:48:40.025215-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_control__bloque_cols_021_030.csv	matricula_unificada_2026_control__bloque_cols_021_030.csv	.csv	749	2026-05-07T11:48:39.480073-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_avance_curricular_2025_pes_ready__muestra_20filas_cols_011_020.csv	matricula_avance_curricular_2025_pes_ready__muestra_20filas_cols_011_020.csv	.csv	429	2026-05-07T11:48:39.728574-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/auditoria_consolidacion_codcli__bloque_cols_011_011.csv	auditoria_consolidacion_codcli__bloque_cols_011_011.csv	.csv	200	2026-05-07T11:48:40.043049-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
resultados/auditoria_end_to_end_bloques_10cols_20260507_114837/matricula_unificada_2026_pregrado__muestra_20filas_cols_001_001.csv	matricula_unificada_2026_pregrado__muestra_20filas_cols_001_001.csv	.csv	2596	2026-05-07T11:48:37.851720-04:00	TRACKED_OR_UNMODIFIED	resultado histórico o auditoría	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
